feature,mean_shap
sd_hr,0.10074504469387145
mean_spo2,0.08361288494597502
skewness_hr,0.07603656097087051
kurtosis_spo2,0.036555133478884456
mean_hr,0.03162200093927034
max_xc_hr_spo2,0.02333453329410582
kurtosis_hr,0.021034580940747352
skewness_spo2,0.016271891581861264
min_xc_hr_spo2,0.013689917623162432
sd_spo2,0.01120414510975368
sepsis_window,0.0035778116568104252
sub,0.0031795616562406664
blackout_window,0.0021348172240743617
